id,cancellation_policy,host_has_profile_pic,host_identity_verified,host_response_rate,host_since
10984202,flexible,t,f,100%,8/22/17
10380872,moderate,t,t,null,5/19/15
10783028,strict,t,t,78%,8/21/09
3946115,moderate,t,t,null,7/26/12
19809175,strict,t,f,100%,1/26/14
14666190,moderate,t,t,null,2/28/14
6743285,strict,t,t,100%,9/7/14
9486332,strict,t,t,100%,6/2/16
11359148,flexible,t,t,70%,9/16/14
15752571,flexible,t,f,null,5/27/14
7159227,strict,t,t,100%,8/30/15
16175674,strict,t,f,100%,6/8/17
13262082,moderate,t,f,70%,1/11/13
12898943,moderate,t,t,null,4/8/15
2501384,flexible,t,t,100%,11/21/13
15136566,strict,t,f,50%,3/10/11
9778978,strict,t,f,100%,5/29/16
19930641,flexible,t,t,null,5/29/16
15663836,flexible,t,f,100%,5/29/17
10017099,moderate,t,t,70%,6/18/14
13331614,flexible,t,f,null,9/5/16
13889399,strict,t,t,100%,3/21/14
13585081,super_strict_30,t,t,100%,7/8/16
5661282,strict,t,f,null,6/5/12
1820858,strict,t,t,100%,3/30/15
20284875,moderate,t,t,null,8/20/12
18328493,strict,null,null,null,null
14465114,flexible,t,f,100%,6/12/14
4717034,strict,t,t,100%,8/26/14
15218873,flexible,t,f,null,7/22/15
1965766,flexible,t,f,100%,4/7/17
11376958,strict,t,t,100%,5/28/15
1346324,moderate,t,f,100%,1/13/16
2521380,flexible,t,f,null,11/16/15
4992809,moderate,t,t,null,11/28/11
7620413,moderate,t,t,89%,5/11/15
13530049,flexible,t,f,null,9/13/14
9450688,flexible,t,t,null,12/15/10
6464070,moderate,t,t,100%,1/25/11
18105865,moderate,t,t,100%,7/19/16
11151224,strict,t,t,null,6/18/11
18092210,strict,t,t,92%,8/25/12
6584448,strict,t,t,94%,7/23/13
403604,moderate,t,t,100%,3/4/15
11761147,moderate,t,f,100%,7/8/11
13733855,moderate,t,t,100%,2/17/16
3978632,strict,t,t,99%,8/7/13
18460128,moderate,t,t,100%,12/13/11
12828996,strict,t,f,86%,8/6/17
7543649,flexible,t,t,null,2/2/16
9079871,moderate,t,f,null,12/14/14
17433040,flexible,t,t,100%,11/19/14
14027065,flexible,t,f,75%,12/19/16
1249083,moderate,t,t,100%,5/12/14
15201389,strict,t,f,100%,8/18/16
915185,strict,t,t,100%,8/23/11
6544899,strict,t,f,100%,4/1/17
17994725,moderate,t,t,100%,5/27/16
16629299,moderate,t,t,80%,11/12/08
14122678,strict,t,f,40%,8/17/17
19721546,flexible,t,f,null,10/22/15
4216611,strict,t,t,100%,3/7/13
273228,moderate,t,f,100%,3/31/15
6259639,strict,t,t,96%,3/9/16
19764136,strict,t,f,100%,10/21/16
8146444,strict,t,t,null,6/10/14
13186374,strict,t,t,100%,1/25/14
3907279,strict,t,t,100%,6/29/13
14740784,flexible,t,t,null,3/17/14
8117667,moderate,t,f,100%,2/28/15
13613234,flexible,t,f,null,9/30/15
15080879,moderate,t,t,null,7/13/14
16416330,strict,t,t,100%,6/14/11
9181257,strict,t,t,100%,9/28/15
3554287,moderate,t,f,100%,9/9/16
19161241,strict,t,t,0%,4/21/11
19412631,flexible,t,t,100%,7/7/12
3783156,flexible,t,f,100%,7/15/16
6074975,strict,t,t,null,11/11/14
3760712,flexible,t,f,null,7/19/15
13046643,flexible,t,f,89%,5/10/15
19158669,moderate,t,t,100%,8/6/12
12402232,strict,t,t,100%,2/26/16
1072071,flexible,t,t,100%,11/2/14
9247631,strict,t,t,100%,5/22/15
5363669,strict,t,t,100%,8/11/15
10966379,flexible,t,t,100%,7/22/15
5834571,strict,t,t,100%,12/11/15
10234105,flexible,t,t,100%,6/2/15
16351922,strict,t,f,80%,12/6/14
1226155,strict,t,f,100%,2/14/16
14120153,strict,t,t,100%,12/3/12
4984951,flexible,t,t,null,5/7/15
16182780,flexible,t,t,null,8/19/14
8268716,flexible,t,f,null,10/17/12
13080236,moderate,t,t,100%,9/26/15
5424792,strict,t,f,100%,5/3/16
6460064,strict,t,f,100%,8/31/16
9168908,flexible,t,t,null,1/5/12
7513280,moderate,t,t,100%,10/14/14
17753178,flexible,t,t,100%,1/23/16
5093352,flexible,t,t,100%,9/8/14
11891948,strict,t,f,100%,3/19/12
10924435,strict,t,t,null,6/13/16
1627259,strict,t,t,100%,10/17/14
20651217,moderate,t,f,100%,5/31/11
16614328,strict,t,t,100%,3/27/12
10405694,moderate,t,t,75%,1/4/15
1759266,flexible,t,f,80%,5/6/17
196100,flexible,t,f,100%,8/16/14
10453452,flexible,t,t,60%,2/10/13
8736973,moderate,t,t,100%,11/2/14
17961202,strict,t,t,92%,1/12/12
16566765,strict,t,t,null,9/10/14
9350729,strict,t,f,99%,9/10/14
753446,strict,t,t,100%,1/19/15
16963905,strict,t,t,100%,7/11/14
16260467,moderate,t,t,100%,11/9/10
10563752,flexible,t,f,100%,1/19/17
13746034,strict,t,f,92%,8/30/15
626139,flexible,t,f,100%,4/28/15
10614478,flexible,t,t,50%,7/4/13
6688119,moderate,t,f,null,12/31/15
2333512,moderate,t,t,null,12/30/15
11046927,moderate,t,f,null,7/19/15
131154,flexible,t,t,100%,5/3/15
20951141,flexible,t,f,88%,10/27/14
16664524,moderate,t,t,100%,12/20/13
16534602,flexible,t,t,100%,9/30/13
14351599,strict,t,t,100%,3/27/11
1349237,flexible,t,f,null,2/10/15
11568447,strict,t,t,100%,2/17/15
4105803,flexible,t,f,100%,2/11/13
10452737,strict,t,f,null,7/18/12
21293,flexible,t,t,null,8/16/14
17665996,strict,t,t,100%,12/12/12
16810733,strict,t,f,null,2/25/14
19701460,strict,t,f,70%,11/11/16
6881827,strict,t,t,100%,9/27/16
13221788,strict,t,t,100%,5/6/12
11901938,strict,t,f,100%,7/11/15
11888245,strict,t,t,null,5/7/10
18093265,strict,t,t,null,1/31/16
16350341,moderate,t,t,90%,9/18/13
16571393,strict,t,t,null,6/23/13
1145134,strict,t,t,58%,4/14/14
7052366,flexible,t,t,null,1/13/14
10752737,strict,t,f,99%,12/4/15
7931331,strict,t,t,96%,10/29/14
1476237,strict,t,t,null,8/11/13
7481692,strict,t,t,100%,7/20/16
6494262,strict,t,f,100%,10/27/16
13044964,strict,t,t,100%,6/16/12
4284031,strict,t,t,100%,12/1/13
13993376,moderate,t,t,33%,8/7/13
20459515,strict,t,t,71%,11/5/13
344092,moderate,t,f,100%,1/14/14
19290046,strict,t,t,100%,8/19/13
1133296,moderate,t,t,null,6/10/14
16259441,strict,t,f,100%,5/27/16
14388916,strict,t,t,100%,6/19/13
6208796,strict,t,t,100%,11/5/15
15287794,strict,t,t,100%,1/18/16
6451549,strict,t,t,100%,3/15/16
19267834,strict,t,f,100%,4/14/12
1914185,flexible,t,t,100%,6/7/10
19621012,flexible,t,t,null,5/21/16
12904061,moderate,t,t,100%,7/10/16
1893045,flexible,t,f,null,11/14/15
18295538,strict,t,t,100%,6/5/12
1030126,strict,t,f,null,1/25/15
6647781,moderate,t,t,100%,12/3/14
17793161,flexible,t,f,86%,9/14/11
9331582,strict,t,t,100%,6/9/12
6748848,strict,t,t,100%,11/5/12
14215681,strict,t,f,null,1/16/15
15604474,flexible,t,f,null,3/19/12
9754695,flexible,t,t,80%,5/20/15
4204083,flexible,t,f,100%,3/4/16
14313285,flexible,t,t,null,10/29/15
10165313,moderate,t,t,100%,8/4/15
18502516,flexible,t,t,null,4/11/15
774478,strict,t,t,100%,9/25/12
3341682,moderate,t,t,84%,2/5/15
17513751,flexible,t,t,80%,3/26/14
14299576,moderate,t,t,100%,3/26/13
7453966,flexible,t,f,50%,2/3/14
13496008,strict,f,f,74%,9/28/15
17778004,moderate,t,t,null,5/26/11
6953508,strict,t,f,100%,9/19/11
13114437,moderate,t,t,92%,3/25/11
4052446,flexible,t,f,null,1/5/15
9733280,strict,t,t,100%,12/30/13
4532653,strict,t,f,100%,4/1/15
18020898,strict,t,t,100%,6/16/11
12311938,moderate,t,t,99%,3/1/13
4693119,strict,t,f,100%,6/18/16
3181346,moderate,t,f,100%,9/17/15
10344027,moderate,t,t,100%,7/30/13
17895654,strict,t,f,100%,7/7/17
10164810,flexible,t,f,100%,6/20/09
15128745,flexible,t,t,100%,6/22/15
13767610,flexible,t,f,100%,9/27/13
18313862,moderate,t,f,null,7/27/15
12368082,strict,t,t,100%,3/3/11
12898987,strict,t,t,100%,10/24/11
7460803,strict,t,t,97%,4/16/13
4645319,strict,t,f,null,12/20/16
13881622,moderate,t,t,100%,3/20/14
15745920,moderate,t,t,100%,2/21/12
15286045,moderate,t,t,null,12/24/11
2447138,moderate,t,f,100%,8/18/16
13980280,strict,t,t,100%,5/25/15
15222174,strict,t,t,95%,5/9/14
17909593,moderate,t,t,53%,3/23/12
13237830,strict,t,t,60%,6/9/14
20285330,moderate,t,t,null,1/26/10
2183423,flexible,t,f,null,10/20/13
7240002,strict,t,t,100%,2/13/13
16576373,strict,t,t,83%,9/28/12
14023940,moderate,t,t,80%,5/9/13
15499079,flexible,t,f,100%,3/17/16
15284277,moderate,t,t,83%,8/7/13
17807199,moderate,t,f,null,5/30/13
19701644,flexible,t,f,96%,4/19/16
11325619,flexible,t,t,100%,8/7/13
14454086,strict,t,f,100%,2/25/10
222304,flexible,t,t,55%,6/17/14
11652494,flexible,t,t,null,1/14/14
21096625,moderate,t,f,100%,6/29/17
1545266,moderate,t,t,100%,9/11/14
4007653,flexible,t,f,null,1/18/15
15788113,strict,t,t,100%,9/9/15
20793,flexible,t,f,100%,2/21/17
10386084,strict,t,t,null,7/7/11
10167860,strict,t,t,null,4/7/15
17424167,flexible,t,t,100%,4/17/16
19264842,moderate,t,f,100%,5/5/14
3771687,strict,t,t,50%,12/22/12
18521586,strict,t,t,80%,8/6/13
15530686,strict,t,t,100%,7/19/12
15224785,flexible,t,t,100%,5/17/16
19738170,strict,t,t,100%,9/2/13
3688197,flexible,t,t,null,10/10/15
8630599,moderate,t,t,100%,5/15/12
7438863,strict,t,t,null,10/7/13
21153699,strict,t,t,100%,5/25/12
8335652,flexible,t,t,100%,7/11/12
10030874,strict,t,f,100%,12/11/12
11775483,flexible,t,t,null,10/20/14
3565068,strict,t,t,100%,6/10/14
14744187,strict,t,f,85%,9/29/16
18497552,strict,t,f,100%,6/27/17
14879790,flexible,t,t,100%,5/11/14
13340168,moderate,t,f,100%,7/6/16
6894734,strict,t,t,100%,5/22/13
8064174,flexible,t,t,100%,10/12/14
9219429,moderate,t,t,100%,4/20/16
17939501,flexible,t,t,100%,8/1/13
17943926,flexible,t,f,100%,11/7/16
19548503,strict,t,t,100%,4/28/15
15205552,strict,t,t,100%,4/15/11
16084384,strict,t,f,80%,7/29/15
12507960,strict,t,t,100%,6/23/16
18961687,moderate,t,f,60%,10/17/13
2763860,strict,t,t,100%,6/24/13
20405654,flexible,t,f,null,11/3/15
7693354,flexible,t,t,100%,4/8/13
18432940,flexible,t,f,100%,12/8/15
11891142,flexible,t,t,100%,5/1/15
11127992,flexible,t,t,100%,5/4/13
2431838,strict,t,t,100%,11/19/12
1078858,moderate,t,f,80%,12/3/16
18207487,strict,t,f,100%,4/2/13
4614525,strict,t,t,100%,6/28/13
13698581,strict,t,f,100%,2/27/17
7803013,strict,t,f,null,4/21/16
2995134,moderate,t,t,100%,5/11/14
17332371,strict,t,t,100%,3/27/12
577969,moderate,t,t,null,10/29/10
1213127,moderate,t,f,null,1/4/17
1300810,flexible,t,f,null,4/20/15
13828943,flexible,t,f,0%,3/14/16
391955,strict,t,t,100%,12/23/14
2160504,flexible,t,t,null,2/26/15
3698974,moderate,t,t,100%,10/29/12
10876505,moderate,t,t,100%,3/19/13
9365179,strict,t,t,null,3/7/15
2128761,flexible,t,f,100%,12/11/16
17694873,moderate,t,t,90%,11/2/12
11306463,strict,t,t,67%,10/10/12
6895270,strict,t,t,100%,6/1/15
11147115,moderate,t,f,97%,2/10/16
12037554,flexible,t,t,null,2/14/15
15970318,flexible,t,t,null,8/12/15
9459232,flexible,t,f,100%,9/6/10
17721886,flexible,t,t,null,8/20/13
14608919,strict,t,t,100%,2/4/14
16134654,strict,t,f,100%,1/24/12
20761099,moderate,t,t,null,6/25/14
19117185,strict,t,t,100%,11/15/15
14818234,strict,t,t,100%,1/10/13
643918,flexible,t,t,100%,7/13/15
12382918,flexible,t,f,null,7/13/14
11626561,moderate,t,t,100%,3/25/11
11298300,moderate,t,t,100%,10/7/16
17000454,moderate,t,t,100%,7/3/15
15281457,flexible,t,f,null,10/2/12
7763869,strict,t,t,100%,10/17/13
16425680,strict,t,t,100%,6/23/13
506230,flexible,t,t,80%,5/22/11
10432527,flexible,t,t,100%,10/10/12
18704413,moderate,t,f,100%,10/10/16
11039284,strict,t,t,100%,8/9/15
15964171,strict,t,f,80%,6/22/11
6200583,flexible,t,t,null,9/20/13
6053101,moderate,t,f,100%,7/1/14
1305602,flexible,t,f,null,7/22/14
12037978,strict,t,f,100%,10/12/14
10920486,strict,t,t,null,10/23/13
10408566,moderate,t,f,100%,1/23/16
14027110,strict,t,f,null,4/10/14
14111092,flexible,t,f,75%,9/22/17
1525823,moderate,t,f,100%,1/24/16
18007668,moderate,t,t,60%,6/30/12
6278856,flexible,t,f,null,3/17/16
1030271,strict,t,t,null,1/20/14
4092826,strict,t,t,null,12/4/13
17691390,strict,t,t,100%,3/30/15
9733138,strict,t,f,null,7/27/15
7380142,moderate,t,f,null,4/8/15
7562345,strict,t,t,100%,3/9/15
5720062,strict,t,t,100%,11/10/15
6953447,strict,t,t,98%,3/30/15
13703611,flexible,t,f,null,3/11/13
8793509,flexible,t,t,70%,7/16/14
21013080,flexible,t,t,null,1/23/13
17179516,strict,t,t,100%,11/23/14
2301709,strict,t,t,100%,6/3/15
13641888,strict,t,f,null,8/29/12
2607712,strict,t,f,100%,12/29/12
16423772,flexible,t,f,null,8/9/15
14649111,flexible,t,f,null,2/10/16
267535,strict,t,t,100%,7/10/15
13427895,strict,t,t,100%,5/20/14
14507000,moderate,t,t,88%,8/11/15
7116273,flexible,t,t,null,6/24/15
18701546,moderate,t,f,100%,1/27/16
20321276,strict,t,t,100%,1/16/17
3703416,moderate,t,t,100%,9/16/13
20013033,flexible,t,t,90%,7/19/13
6346456,moderate,t,t,null,11/21/14
6688513,strict,t,t,100%,5/17/15
1865992,strict,t,t,100%,3/5/13
5619096,moderate,t,t,100%,5/16/17
5361229,strict,t,t,100%,9/6/10
818518,moderate,t,t,null,11/19/14
3615796,strict,t,f,null,10/8/14
15949525,strict,t,t,100%,3/2/14
11909624,strict,t,f,null,12/3/12
5958080,flexible,t,f,100%,1/3/16
9168614,strict,t,t,100%,2/16/14
4589159,strict,t,t,100%,4/16/15
20799935,strict,t,t,99%,3/21/16
19055440,strict,t,t,76%,8/27/15
14651242,moderate,t,t,100%,9/28/11
9652591,flexible,t,t,null,4/3/16
10905572,strict,t,t,100%,6/20/11
14843072,strict,t,t,100%,9/21/15
16447567,strict,t,f,100%,1/20/15
10928176,moderate,t,t,100%,9/8/11
15519813,strict,t,t,100%,2/28/11
16444330,flexible,t,f,100%,4/7/16
16826664,moderate,t,t,100%,2/14/15
10192197,flexible,t,f,null,1/4/15
12854149,strict,t,t,100%,3/7/12
5455293,strict,t,t,100%,12/16/15
17110619,flexible,t,f,100%,6/3/14
20698686,moderate,t,t,100%,11/1/12
12932111,flexible,t,t,100%,3/27/12
3175769,moderate,t,t,90%,4/29/13
339386,strict,t,f,100%,3/15/17
4232530,strict,t,f,100%,4/17/12
9451988,flexible,t,f,null,12/14/11
14505629,flexible,t,f,null,12/20/16
11728273,strict,t,t,100%,12/25/14
13746300,flexible,t,t,93%,9/9/12
13532634,moderate,t,t,100%,9/28/15
5319588,flexible,t,t,null,11/6/13
20858873,strict,t,t,null,12/23/10
15765466,flexible,t,t,100%,8/23/14
3227096,flexible,t,f,null,5/18/15
32570,flexible,t,t,100%,12/2/10
16578076,moderate,t,f,97%,2/21/16
19388714,strict,t,t,70%,8/1/12
13733036,strict,t,f,95%,1/9/16
19455477,flexible,t,t,null,10/4/15
4276207,flexible,t,t,100%,8/8/12
1110787,flexible,t,t,null,7/29/13
20087240,strict,t,t,100%,6/15/13
12523833,flexible,t,t,null,3/19/13
21030077,moderate,t,f,100%,9/7/17
7985333,moderate,t,f,100%,11/16/16
17566686,strict,t,t,null,5/12/13
5570446,flexible,t,t,100%,10/17/12
18520274,moderate,t,f,null,5/31/16
14671656,strict,t,t,100%,7/4/11
8857842,flexible,t,t,100%,8/22/11
17569715,moderate,t,t,null,1/11/12
586866,strict,t,f,100%,7/10/16
8631257,moderate,t,t,100%,4/17/16
4500513,flexible,t,t,null,7/27/15
19803208,moderate,t,f,90%,8/28/17
3705550,moderate,t,f,100%,8/27/12
16628982,moderate,t,t,100%,12/11/15
17365580,flexible,t,f,null,1/20/15
2250184,strict,t,t,98%,3/30/15
3441263,moderate,t,f,null,9/29/15
4848497,strict,t,t,100%,2/27/15
14282843,flexible,f,f,null,7/21/16
8191170,flexible,t,t,null,5/27/14
1023181,flexible,t,f,100%,9/27/13
17300881,strict,t,t,100%,12/28/15
4987922,moderate,t,t,100%,2/18/14
13680118,flexible,t,f,null,11/4/12
21148729,strict,t,t,100%,3/31/15
13860606,strict,t,t,78%,8/21/09
13036622,strict,t,t,100%,2/14/14
10886628,moderate,t,t,100%,9/9/16
17515087,flexible,t,t,100%,11/13/12
16778400,flexible,t,t,60%,9/15/10
15175135,moderate,t,t,86%,2/18/14
2748478,strict,t,t,100%,5/9/14
3107689,moderate,t,f,100%,7/16/16
14854249,strict,t,t,100%,3/18/14
16166231,strict,t,f,60%,5/14/16
9530797,strict,t,t,100%,4/22/11
11949881,moderate,t,t,100%,6/18/15
596462,super_strict_30,t,t,68%,7/10/09
16543545,strict,t,f,null,2/22/15
30589,moderate,f,t,100%,3/21/11
5257702,strict,t,t,100%,3/27/15
13066842,flexible,t,f,null,5/28/16
3050347,flexible,t,f,null,11/3/15
3664717,strict,t,t,100%,7/23/16
14673441,flexible,t,f,100%,11/9/16
12814508,flexible,t,f,null,2/15/13
8067652,strict,t,t,100%,4/19/15
18877417,flexible,t,t,0%,6/2/14
17335905,flexible,t,t,100%,4/8/15
15343420,flexible,t,f,100%,3/7/16
18792285,strict,t,t,100%,5/24/13
18916998,moderate,t,t,100%,6/9/15
15970166,moderate,t,t,100%,11/3/15
19228919,moderate,t,t,null,7/20/12
19389677,flexible,t,t,100%,2/20/12
1397997,flexible,t,f,100%,9/26/16
2949716,flexible,t,t,null,3/19/13
15206225,flexible,t,t,null,8/13/13
19766095,strict,t,t,100%,11/3/12
14571580,strict,t,t,100%,2/11/13
13264690,flexible,t,t,null,9/19/13
7264701,flexible,t,t,100%,3/27/14
16652342,strict,t,f,100%,3/25/14
6194461,strict,t,f,75%,1/9/16
8757920,strict,t,t,80%,5/18/15
9411562,strict,t,t,100%,4/1/13
17024368,strict,t,t,100%,8/4/15
7308118,moderate,t,f,100%,4/7/16
2398423,flexible,t,t,100%,5/20/15
11952599,strict,t,t,100%,11/10/13
10604248,strict,t,t,null,1/4/15
8508345,moderate,t,t,94%,7/21/16
16589844,strict,t,t,100%,11/23/15
17174497,flexible,t,t,null,5/19/13
15989568,strict,t,t,null,12/13/14
14350005,flexible,t,f,null,6/19/16
16325813,moderate,t,t,100%,7/20/16
14125948,flexible,t,t,100%,6/23/16
4777903,strict,t,t,100%,9/18/12
16145967,flexible,t,f,null,11/25/13
14967904,flexible,t,t,90%,10/11/15
15634296,moderate,t,t,100%,8/11/15
11779099,flexible,t,t,null,3/26/15
19261697,strict,t,t,100%,3/7/14
18086134,moderate,t,t,100%,8/3/13
12367673,flexible,t,f,null,12/15/16
20621664,flexible,t,t,null,5/18/12
16351559,moderate,t,t,null,12/23/10
4950357,flexible,t,t,null,11/6/14
17821524,strict,t,t,100%,10/15/15
19609161,moderate,t,t,null,6/5/16
1971777,strict,t,f,100%,5/14/15
11950632,moderate,t,t,100%,1/10/14
7207198,moderate,t,t,100%,7/5/11
12337836,strict,t,t,100%,2/23/15
4403159,moderate,t,t,100%,4/17/14
20788754,flexible,t,t,null,12/13/14
8309223,moderate,t,f,100%,3/12/14
13081507,strict,t,t,100%,6/24/11
8170245,strict,t,t,100%,4/28/14
10875244,flexible,t,t,null,8/26/13
9171955,strict,t,t,null,5/11/12
9681261,moderate,t,f,null,11/1/15
11140784,strict,t,f,90%,7/18/17
17273178,strict,t,t,98%,4/11/12
18176961,strict,t,f,100%,12/9/15
15510747,strict,t,f,100%,6/19/15
4738464,flexible,t,f,100%,8/26/16
9049034,strict,t,f,100%,10/10/16
15834511,strict,t,f,null,11/28/10
2013271,strict,t,f,100%,4/5/15
21037249,strict,t,t,100%,11/3/11
16394420,strict,t,t,96%,12/23/14
13532128,flexible,null,null,null,null
9654190,strict,t,t,100%,10/7/12
13802701,strict,t,t,98%,3/30/15
9236807,strict,t,t,100%,1/21/12
4585979,flexible,t,t,67%,12/28/16
20482231,strict,t,t,100%,7/2/16
5561693,flexible,t,f,100%,8/8/17
18459919,strict,t,f,100%,10/9/14
17450196,moderate,t,f,null,11/24/15
16689655,strict,t,t,100%,6/2/16
13638108,flexible,t,f,null,6/4/14
8467862,moderate,t,f,100%,2/23/16
13274952,strict,t,t,100%,5/24/13
2866418,strict,t,t,100%,5/10/16
20176653,moderate,t,t,100%,8/21/16
13831978,flexible,t,t,null,1/1/14
14342643,strict,t,t,100%,6/4/12
9234733,strict,t,t,100%,9/26/12
9945221,flexible,t,f,100%,11/29/16
13514141,moderate,t,t,100%,8/14/13
17679822,strict,t,t,100%,1/7/14
18237943,strict,t,t,100%,10/15/15
21152489,moderate,t,f,100%,10/3/13
13396467,strict,t,t,0%,2/20/12
943060,strict,t,t,90%,6/23/15
2291084,flexible,t,t,null,2/20/14
19971005,flexible,t,t,100%,4/1/15
1343385,strict,t,t,83%,1/16/14
13417020,moderate,t,t,100%,7/18/14
16986489,flexible,t,f,null,12/25/13
84010,moderate,t,t,90%,2/27/14
13194639,strict,t,t,100%,12/28/10
19381683,moderate,t,t,100%,1/28/16
8190747,strict,t,t,100%,3/17/10
8411978,strict,t,t,90%,8/7/12
8381472,moderate,t,f,98%,10/16/13
9551164,flexible,t,f,null,6/8/16
16984906,flexible,t,f,null,8/9/15
16821471,flexible,t,t,29%,6/12/15
5932999,moderate,t,t,100%,2/15/15
16400961,moderate,t,t,100%,9/29/13
926181,flexible,t,f,null,1/2/16
836870,strict,t,f,100%,12/22/15
9858310,flexible,t,t,100%,9/19/14
4457998,moderate,t,f,100%,3/3/13
14802377,strict,t,t,100%,5/21/11
15343573,flexible,t,f,100%,4/27/16
3864340,moderate,t,f,100%,10/29/13
15452191,strict,t,f,100%,3/18/17
17992512,flexible,t,f,100%,1/15/14
12784285,strict,t,t,100%,7/6/15
16260618,strict,t,f,100%,4/14/15
4324166,strict,t,t,100%,2/29/16
15799419,super_strict_30,t,t,100%,10/30/13
9263299,moderate,t,t,null,10/10/15
4137789,flexible,t,t,100%,6/23/15
17996797,strict,t,t,null,7/18/15
15253883,flexible,t,f,100%,8/31/14
141335,moderate,t,t,null,6/27/12
5726139,strict,t,t,100%,5/16/14
7923681,strict,t,t,null,6/3/13
8664611,flexible,t,t,89%,5/15/16
4559312,strict,t,t,100%,5/21/13
20927619,moderate,t,t,null,1/19/16
18338493,flexible,t,t,null,2/14/14
13659981,strict,t,t,100%,7/6/13
8743700,strict,t,t,100%,3/3/13
8847285,flexible,t,f,100%,8/31/16
17929267,strict,t,t,100%,1/16/09
2263530,flexible,t,t,100%,6/4/14
12855566,moderate,t,f,100%,7/17/17
17686852,strict,t,t,90%,6/6/16
1781674,strict,t,f,100%,2/22/12
16973434,strict,t,t,100%,3/12/13
19409421,moderate,t,f,75%,11/11/14
689156,strict,t,t,94%,1/8/12
10312486,flexible,t,f,100%,8/10/17
18492515,strict,t,t,100%,1/2/12
7674183,strict,t,f,100%,4/7/16
588939,flexible,t,f,null,4/7/14
11344969,moderate,t,t,100%,3/9/16
19111774,flexible,t,f,0%,8/28/16
15125930,strict,t,t,100%,5/21/14
3278624,flexible,t,t,null,6/11/14
246351,strict,t,f,100%,11/10/15
16741245,moderate,t,t,null,8/11/14
14725265,strict,t,t,90%,11/22/11
4808274,strict,t,f,null,5/30/13
10381072,strict,t,f,100%,6/20/17
5728806,moderate,t,f,50%,11/19/16
14240385,flexible,t,f,null,10/9/15
504362,strict,t,t,100%,8/25/14
13194540,moderate,t,t,null,12/3/11
1365335,moderate,t,t,100%,9/24/16
13387556,flexible,t,t,100%,2/11/15
19563053,flexible,t,t,null,10/30/13
20278426,flexible,t,t,89%,5/11/15
3454411,strict,t,t,null,8/13/13
16872355,flexible,t,t,100%,4/21/15
5970639,strict,t,t,70%,4/18/16
7410868,strict,t,f,null,3/24/10
18535259,strict,t,f,100%,1/27/17
3595607,flexible,t,f,null,12/15/12
7896572,strict,t,t,100%,3/28/12
